nada | seu-socio-gestor-auditoria-planilhas.zip | Inventário!escopo | 53 arquivos XLSX efetivamente abertos; fórmulas lidas como fórmula e valores em cache; 161.932 fórmulas; 274 validações (207 listas, 35 datas, 27 decimais, 5 inteiros); 470 regras de formatação condicional | 20 conferências aritméticas centrais abaixo; contraprovas adicionais nos achados; nenhum Excel ou Google Planilhas executado | Diagnóstico em 17/09/2026; data-base dos números dos kits 03/04 = 14/09/2026
MÉDIO | Os 53 arquivos, com prioridade nos 19 com CF entre abas e nos 79 usos de OFFSET em validação | Google Planilhas real!ordem 5 | Não houve importação/conversão para formato Google; permanece sem verificação a tradução de _xlfn, fórmulas, proteções, 274 validações, 470 regras e gráficos | Suporte nominal à função não garante preservação do XLSX; referências de outras abas em listas são permitidas, mas a conversão das fontes por OFFSET não foi demonstrada | Converter os três arquivos com _xlfn e os quatro da ordem 4 primeiro; testar cada família de validação (literal, intervalo de outra aba, OFFSET), lista após inclusão/exclusão e bloqueio de inválidos; em seguida conferir contagens por arquivo contra o inventário

MÉDIO | 03-advogados/12-reserva-e-metas-de-caixa.xlsx; 03-advogados/20-resumo-do-mes.xlsx; 04-medicos/01-agenda-e-ocupacao.xlsx; reservas 12 e metas 19 dos dois kits | Excel e Google reais!ordem 6 | Locale e comportamento da data do sistema não foram executados nativamente | FIXED/TEXT, datas e caches podem diferir entre Excel pt-BR, Sheets Brasil e visualizador sem recálculo | Testar cálculo automático e manual, salvar/reabrir, moeda 131.200,00, percentual 0,25 = 25%, data ambígua 03/04/2026 e hora 08:30; em ambiente descartável testar 17/12/2026 e 04/01/2027, além de mudar ano/mês em Config

MÉDIO | Os 53 arquivos | Excel e Google reais!ordem 7 | Os testes prioritários anteriores não certificam que cada um dos 53 abre e mantém todos os recursos | Erro de reparo, gráfico ou regra pode ser exclusivo de um arquivo | Fechar o risco residual com uma passagem de abertura, recálculo, edição amarela, salvar e reabrir de cada arquivo regenerado, registrando versão do Excel, locale e resultado; usar o inventário anexo como lista de controle

nada | Todos os 53 arquivos | Compatibilidade!funções | Inventário completo: ABS, AND, AVERAGE, AVERAGEIFS, CEILING, CHAR, CHOOSE, COLUMN, COUNT, COUNTA, COUNTIF, COUNTIFS, DATE, DAY, FIXED, IF, IFERROR, INDEX, INT, ISNUMBER, LARGE, LEFT, LEN, LOWER, MATCH, MAX, MAXIFS, MIN, MINIFS, MOD, MONTH, N, NA, OFFSET, OR, REPT, ROUND, ROUNDUP, ROW, SUM, SUMIF, SUMIFS, SUMPRODUCT, TEXT, TEXTJOIN, TIME, TODAY, TRUE, WEEKDAY, YEAR | As incompatíveis com Excel 2007/2016 perpétuo são MINIFS, MAXIFS e TEXTJOIN; não identifiquei outra função ausente do Google Planilhas por nome; importação ainda não testada | Consultar os 53 inventários individuais abaixo e o roteiro nativo

nada | Todos os 53 arquivos | XML!vínculos e matrizes | Nenhuma referência externa a arquivo, nenhum externalLink, nenhuma fórmula de matriz dinâmica/derrame encontrada; nenhuma soma direta contendo a própria célula ou MATCH com terceiro argumento omitido encontrada na varredura | Esses resultados se referem ao XML e à busca estrutural; não constituem prova formal de correção de toda a lógica | nada

nada | Todos os 53 arquivos | Validação!fontes | 207 fontes de lista examinadas: 76 literais, 52 referências a intervalos e 79 OFFSET; intervalos existentes e sem buraco interno no exemplo atual | Não confundir referência a outra aba em validação, que o Sheets admite, com referência em fórmula de formatação condicional; OFFSET depende de cadastro contínuo e sua importação ficou pendente | Nas fontes OFFSET, manter preenchimento de cima para baixo e verificar inclusão/exclusão durante o teste nativo

nada | Todos os 53 arquivos | Proteção!cores | Nenhuma célula desbloqueada fora do amarelo, descontadas mesclas cuja âncora é amarela; somente duas células amarelas bloqueadas, Como usar!A16 nos arquivos Semana Organizada de 01/02, ambas amostras da legenda | Fórmulas amarelas existem: datas relativas do exemplo e o seletor Painel!B18 nos relatórios 01/02; discriminadas por endereço abaixo | Proteção não é senha de segurança; verificar fluxo de colagem no aplicativo nativo

nada | Todos os 53 arquivos | Formatação condicional!tipos | 470 regras do tipo expression; não há iconSet, dataBar nem colorScale | Inventário integral por arquivo, intervalo, fórmula, prioridade e estilo abaixo; não houve avaliação visual nativa de todas as regras | Tratar os achados de referências entre abas, numFmt, prefixos de texto e intervalos sobrepostos

nada | Todos os 53 arquivos | Locale!tipos de entrada | A varredura das células editáveis não encontrou valores em texto no padrão monetário R$ número, percentual número%, data dd/mm/aaaa ou horário hh:mm; os horários da agenda são valores de tempo | Há exceções de formato monetário e de escala percentual descritas nos achados; rótulos de mês e números em narrativa não são entradas numéricas | A aparência final pt-BR continua dependendo do teste nativo

nada | Todos os 53 arquivos | Texto!restrições | Não localizei promessa explícita de resultado garantido nem instrução de negar atendimento por falta de pagamento; 04/14 Config!A17 expressamente preserva atendimento | A restrição de novo parcelamento foi tratada como política comercial, não como negação de atendimento; a instrução de reagendar prazo legal é achado grave separado | Isto é leitura editorial das planilhas, não certificação jurídica de anúncios ou de documentos não fornecidos

nada | referencia/oferta-01-essencial.md a oferta-04-medicos.md | Entrega!contagem | Arquivos XLSX: 3/3 no Essencial, 10/10 no Completo, 20/20 no Advogados e 20/20 no Médicos; nenhum nome de planilha prometido ausente e nenhum XLSX excedente | As diferenças funcionais do Completo constam dos achados; aulas, prompts, modelos de apresentação, suporte e garantia não são comprováveis por este ZIP de auditoria de planilhas | Hipótese: o ZIP contém apenas o material destinado a esta auditoria; não considero ausência de outros tipos de material como ausência na entrega comercial

nada | 03-advogados/13-carteira-de-clientes-e-casos.xlsx e dependentes; 04-medicos/01-agenda-e-ocupacao.xlsx e dependentes | Coerência!cruzamentos | 38 casos jurídicos comparados por identificador em 01,02,04,08,14,16; recebidos da 13 coincidem com soma paga da 14; 353 guias médicas e 298 vendas de cartão/Pix coincidem com linhas elegíveis da agenda | Esses cruzamentos não validam o saldo cobrável de Fernanda nem o momento de entrada do cartão no caixa; achados separados | nada além dos achados registrados

nada | 03-advogados/05-custo-hora.xlsx | Painel!B13 | (6.500 + 6.000 + 6.000) ÷ (110 + 110 + 60) = R$ 66,07142857/h; 66,07142857 ÷ (1 − 0,30 − 0,08) = R$ 106,56682028/h; arredondamento para múltiplo de R$ 5 = R$ 110 | Confere com numeros-03: custo R$ 66,07, mínimo R$ 106,57 e sugerido R$ 110 | nada

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!D40,E52,E53 | Horas = 4 + 6 + 12 + 20 + 8 + 3 = 53; custo = 53 × 66,0714 + 300 + 150 = R$ 3.951,7842; fixo: 7.000 − 560 − 3.951,7842 = R$ 2.488,2158; por hora: 53 × 180 = 9.540 e 9.540 − 763,20 − 3.951,7842 = R$ 4.825,0158 | Confere com numeros-03 no cenário preenchido; isso não valida o alerta de risco quando a hora muda para R$ 110 | Corrigir separadamente o alerta apontado nos achados

nada | 03-advogados/09-caixa-do-escritorio.xlsx | Painel!G5 | 22.000 de saldo inicial + 213.070 de entradas pagas − 191.387 de saídas pagas = R$ 43.683 | Confere com numeros-03; soma independente das linhas pagas do caixa | nada

nada | 03-advogados/10-provisao-de-impostos.xlsx | Painel!C5,E5 | 13º mensal = 12.000 ÷ 12 = 1.000; recesso = 1.400 ÷ 12 + (1.400 ÷ 3) ÷ 12 = 155,555556; setembro: 5.220 × 8% + 1.000 + 155,555556 = R$ 1.573,155556; saldo anual: 212.590 × 8% + 9 × 1.155,555556 − 16.087 = R$ 11.320,20 | Confere com numeros-03, apresentados como R$ 1.573 e R$ 11.320 | nada

nada | 03-advogados/13-carteira-de-clientes-e-casos.xlsx | Painel!E5 | R$ 383.900 contratado − R$ 271.910 recebido = R$ 111.990 a receber; 271.910 ÷ 383.900 = 70,8283407% | Confere com numeros-03 na carteira; o cronograma excedente de Fernanda, na 14, é outro achado | nada

nada | 03-advogados/14-parcelas-e-inadimplencia.xlsx | Painel!G5,I5,K5 | Soma bruta das parcelas vencidas na referência de 14/09/2026 = R$ 14.480, em 8 parcelas; pago = R$ 271.910; 14.480 ÷ (271.910 + 14.480) = 5,05604246% | Confere aritmeticamente com numeros-03, mas inclui R$ 1.400 indevidos no caso de Fernanda se o contrato de R$ 7.000 for a fonte correta | Reconciliar contrato e cronograma antes de usar o indicador

nada | 03-advogados/18-resultado-mensal.xlsx | Resultado!I33,I34 | Agosto: 26.900 − 6.500 − 560 − 12.000 − 2.152 = R$ 5.688; 5.688 ÷ 26.900 = 21,14498141% | Confere com numeros-03 para agosto; não valida a classificação do reembolso de abril | nada

nada | 04-medicos/05-custo-da-hora.xlsx | Painel!B13 | (10.000 + 9.000 + 9.000) ÷ (70 + 70) = R$ 200/h; 200 ÷ (1 − 0,30 − 0,11) = R$ 338,98305085/h; arredondamento para múltiplo de R$ 5 = R$ 340 | Confere com numeros-04 | nada

nada | 04-medicos/06-precificacao.xlsx | Precificação!E5:J5 | (30 + 40% × 20) ÷ 60 = 0,633333333 h; custo cheio calculado = 0,633333333 × 200 + 4 = R$ 130,66666667; mínimo = 130,66666667 ÷ 0,59 = R$ 221,46892655; alvo = 130,66666667 ÷ 0,44 = R$ 296,96969697; margem a R$ 380 = (380 × 0,89 − 130,66666667) ÷ 380 = 54,61403509% | Confere com numeros-04 para a definição implementada; falta esclarecer se os R$ 4 de material já incluem os retornos, que têm material próprio de R$ 2 | Se R$ 4 for só a consulta inicial, adicionar 40% × R$ 2 = R$ 0,80 ao custo

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Painel!C5,E5,K5 | Agosto: soma independente de 252 atendimentos realizados = 7.100 minutos ÷ 60 = 118,33333333 h; 118,33333333 ÷ 168 h disponíveis = 70,43650794%; 23 faltas ÷ (252 realizados + 23 faltas) = 8,36363636%; soma das tarifas dos realizados = R$ 48.631 | Confere com numeros-04 para agosto fechado | nada

nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Painel!C5,E5 | Setembro na referência de 14/09: 107 realizados = 3.110 minutos ÷ 60 = 51,83333333 h; 51,83333333 ÷ 64 = 80,98958333%; 6 ÷ (107 + 6) = 5,30973451%; produção R$ 20.045 | Confere com numeros-04 somente na referência declarada de 14/09; em 17/09 a capacidade já é 88 h e a ocupação passa a 58,90151515% | Exibir a data-base nas cópias estáticas e tornar todo o exemplo coerente com ela

nada | 04-medicos/11-repasse-e-pro-labore.xlsx | Repasse!G12 | Agosto: produção da parceira na agenda = R$ 10.380; repasse = 10.380 × 50% = R$ 5.190; pago em 10/09; R$ 4.845 pagos em agosto correspondem à produção de julho de R$ 9.690 × 50% | Confere com numeros-04 no regime de produção; evita confundir competência do repasse com data de pagamento | nada

nada | 04-medicos/10-provisao-de-impostos.xlsx | Painel!C5,E5 | 13º mensal = 750 + 750 + 198 = 1.698; férias = 264; setembro = 21.920 × 11% + 1.698 + 264 = R$ 4.373,20; saldo anual = 359.267 × 11% + 9 × 1.962 − 35.277 = R$ 21.900,37 | Confere com numeros-04, R$ 4.373 e R$ 21.900 na apresentação arredondada | nada

nada | 04-medicos/13-convenios-a-receber.xlsx | Painel!A5:K5 | Recebido = 72.902 + 800 recuperados = R$ 73.702; glosa = 4.273 ÷ (72.902 + 4.273) = 5,53676709%; lotes enviados ainda não pagos = R$ 15.758, dos quais R$ 1.727 vencidos | Confere com numeros-04 na data-base; as 353 guias foram cruzadas com os atendimentos de convênio realizados com valor positivo na agenda | nada

nada | 04-medicos/14-parcelas-e-inadimplencia.xlsx | Painel!G5,I5,K5 | Pago = R$ 36.565; vencido = R$ 3.775 em 14 parcelas; 3.775 ÷ (36.565 + 3.775) = 9,35795736%; soma em aberto = R$ 9.855 | Confere com numeros-04 na referência de 14/09/2026 | nada

nada | 04-medicos/16-conciliacao-de-cartao.xlsx | Painel!A5,C5,G5 | Agosto: bruto 13.380 Pix + 8.090 débito + 5.840 crédito à vista + 4.510 crédito parcelado = R$ 31.820; taxas = 8.090 × 1,5% + 5.840 × 3,2% + 4.510 × 3,9% = 121,35 + 186,88 + 175,89 = R$ 484,12; líquido = 31.820 − 484,12 = R$ 31.335,88 | Confere com numeros-04; as 298 vendas coincidem com as linhas elegíveis da agenda; não valida data de caixa nem ranking | nada

nada | 04-medicos/09-caixa-da-clinica.xlsx | Painel!G5 | R$ 26.000 inicial + R$ 359.887 de entradas marcadas pagas − R$ 333.128,71 de saídas marcadas pagas = R$ 52.758,29 | Confere com numeros-04 apenas como soma dos dados existentes; o reconhecimento antecipado dos cartões torna a premissa de saldo disponível incorreta | Corrigir o fluxo de liquidação e regenerar os exemplos dependentes

nada | 04-medicos/18-resultado-mensal.xlsx | Resultado!I36,I37 | Agosto: 49.651 − 10.000 − (1.380 + 484,12 + 4.845 + 450) − 18.000 − 1.962 − 5.462 = R$ 7.067,88; 7.067,88 ÷ 49.651 = 14,23512115% | Confere com numeros-04, sob as entradas de exemplo existentes | Corrigir primeiro as premissas de caixa e depois recalcular o resultado

nada | 04-medicos/12-reserva-e-metas-de-caixa.xlsx | Config!B16; Painel!A5,I5 | Média = (29.500 + 31.697 + 28.000) ÷ 3 = R$ 29.732,333333; meta = média × 3 = R$ 89.197; falta = 89.197 − 14.000 = R$ 75.197; teto(75.197 ÷ 3.000) = 26 aportes mensais, de outubro/2026 a novembro/2028 | Confere com numeros-04; a nota de julho na Config está desatualizada | Corrigir a nota D13 apontada nos achados

nada | 03-advogados/12-reserva-e-metas-de-caixa.xlsx | Painel!A5,I5 | R$ 18.500 × 3 = R$ 55.500; falta = 55.500 − 12.000 = R$ 43.500; teto(43.500 ÷ 3.000) = 15 aportes mensais de outubro/2026 a dezembro/2027 | Confere com numeros-03; a frase de exemplo em Como usar!B10 não coincide com o caixa livre atual | Atualizar a frase estática apontada nos achados

nada | 01-essencial/01-semana-organizada.xlsx | Inventário!funções | CHOOSE, COUNTA, COUNTIF, COUNTIFS, IF, IFERROR, INDEX, LARGE, MATCH, MAX, MIN, OFFSET, OR, REPT, ROUND, ROW, SUMIFS, TEXT, TODAY, WEEKDAY | Fórmulas: 1680; validações: 6; regras CF: 7; gráficos: 0 | Inventário, não atestado de execução nativa

nada | 01-essencial/01-semana-organizada.xlsx | Como usar!proteção | Aba protegida=True; amarelas=1; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=['A16'] | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 01-essencial/01-semana-organizada.xlsx | Como usar!formatos | {'General': 26} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 01-essencial/01-semana-organizada.xlsx | Hoje!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador
