Nada | seu-socio-gestor-auditoria-3.zip | Escopo!18/09/2026 | 53 XLSX abertos e inspecionados: 234 abas, 162.716 fórmulas, 276 validações e 470 regras condicionais. TRIAGEM-COMPLETA.md, LEIA-ME.md, INVENTARIO.md e referências lidos. Comparação com o pacote e o parecer anteriores. | Diagnóstico sem alterar qualquer XLSX; hashes dos 53 originais conferidos ao final. | Este relatório contém correções G-1 a G-32, regressões, 12 contas novas, contratos, veredictos, testes nativos e inventários. Nada significa ausência de achado naquele teste, não certificação universal.
MÉDIO | referencia/numeros-03-advogados.md | Seção 4!DRE; seção da proposta!total | Parte 2 · A referência textual da DRE ficou deslocada após remover uma linha: receita de agosto 26.900 aparece em Outras entradas, Receita total está —, pró-labore está 2.152 e resultado está 0. O próprio Markdown contém literalmente None/R$ 0 no total da proposta; não é artefato desta extração. | O documento usado para conferir o gerador contradiz XLSX corretos e não pode servir de oráculo. Hipótese: referencia/ é material interno, como indica o ZIP de auditoria; se entregue como instrução financeira ao cliente, reclassificar como GRAVE. | Regenerar por rótulo/identificador, não por linha fixa; validar a referência depois do recálculo e bloquear publicação quando houver None ou erro de fórmula.

MÉDIO | referencia/numeros-03-advogados.md; referencia/numeros-04-medicos.md; referencia/convencoes-*.md | Resumo do mês!destaques; datas!convenções | Parte 2 · numeros-03 ainda registra 9/11 no alvo, contra 10/11 atual; numeros-04 ainda contém #VALUE! em destaques, enquanto o XLSX não o tem. Convenções de datas relativas e a referência às taxas de vendas da 16 não refletem integralmente o modelo congelado e por liquidação. | A documentação de teste não comprova os arquivos desta versão; um teste que aceite esses textos pode mascarar regressões. | Atualizar referências somente após terminar as correções e comparar os outputs por identificador estável, mês e data-base.

MÉDIO | 53 XLSX; exemplos nos relatórios mensais e metas | Formatação condicional!120 regras entre abas | Parte 3 · Permanecem 120 fórmulas condicionais com referência direta a outra aba. O Google documenta INDIRECT para referências a outra aba em fórmula condicional; não executei a importação para saber se converterá essas regras. | Sem essa conversão, os semáforos podem não acompanhar o valor. Todas as 470 regras são expression; não há iconSet/dataBar/colorScale introduzido pela correção. | Usar auxiliares na mesma aba ou regra aceita no Sheets e validar os dois estados de cada semáforo após importar. Fonte: https://support.google.com/docs/answer/78413?hl=en .

Nada | 53 XLSX | Parte 1!validações | 276/276 têm showErrorMessage=True e estilo Stop explícito ou padrão. As fontes de todas as listas foram resolvidas; não encontrei intervalo inexistente nem buraco interno nos cadastros do exemplo. | Isso prova configuração de bloqueio, não que todos os valores legítimos são permitidos nem que a colagem no aplicativo preserva validação. Três listas rejeitam dados do próprio exemplo; casos acima. | Nas fontes OFFSET, cadastrar continuamente; testar último item e remoção de item no aplicativo nativo.

Nada | 53 XLSX | Parte 1!compatibilidade | Funções encontradas em células, validações e regras: ABS, AND, AVERAGE, AVERAGEIFS, CEILING, CHAR, CHOOSE, COLUMN, COUNT, COUNTA, COUNTIF, COUNTIFS, DATE, DAY, FIXED, IF, IFERROR, INDEX, INT, ISNUMBER, LARGE, LEFT, LEN, LOOKUP, LOWER, MATCH, MAX, MIN, MOD, MONTH, N, NA, OFFSET, OR, REPT, ROUND, ROUNDUP, ROW, SUM, SUMIF, SUMIFS, SUMPRODUCT, TEXT, TIME, TODAY, WEEKDAY, YEAR. | 47 nomes; não identifiquei função posterior ao conjunto Excel 2007 nem função ausente por nome do Google. Zero referências externas/externalLinks e zero matriz dinâmica/derrame no XML. Ausência de prefixo não garante execução matricial idêntica. | Referências oficiais: https://support.microsoft.com/en-us/excel/excel-functions-alphabetical e https://support.google.com/docs/table/25273?hl=en .

Nada | 53 XLSX | Parte 2!proteção e colunas auxiliares | 234/234 abas protegidas; zero desbloqueada fora do amarelo, descontadas mesclas. L de Etapas/04, H de Resumo/05, K:L:M de Casos/16 e O de Repasse/11 estão hidden=True. | O da 11 é indevidamente uma entrada oculta, já registrado. Há 81 fórmulas amarelas/desbloqueadas: 45 datas relativas editáveis e 36 fórmulas de mês indevidamente transformadas em entrada O5:O40; nenhum outro cálculo desbloqueado encontrado. | Hidden=True foi verificado no XML; impressão real não foi executada. A proteção da Base Limpa está resolvida; a chave mensal do repasse não está.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Meses!C5:E13 | Mês 1 usa semanas C:F (1–4); mês 2 G:K (5–9); mês 3 L:O (10–13). LOOKUP(9.99E+307,intervalo) procura o último número: exemplo de propostas 9/20/24; vazio intermediário não corta a busca; mês todo vazio fica vazio por IFERROR. | Mapeamento mensal e busca estão corretos. A omissão do ganho se mês 1 vazio está registrada separadamente. | Nada adicional

Nada | 01-essencial; 02-completo | Parte 3!coerência própria | Vale escrever a conferência: separar Prisma/Rafa por entidade e uso; fixar ano/mês/data-base; reconciliar receita, despesa e resultado do relatório com Orçamento; pago+pendente com lançamentos; contratos ganhos com valores/projetos; horas×custo com orçamento; concluído com progresso; cadastro inteiro com resumos; limites trimestrais e datas vazias. | No Essencial, a exceção Rafa está clara e não exige que seus valores igualem Prisma; no Completo persiste G-25. Os cadastros comuns de pessoas e projetos não apresentaram outra divergência concreta nos cruzamentos feitos. | Criar convenções-01/02 e numeros-01/02 com esses invariantes e conferências independentes do código gerador, incluindo os limites e cenários deste relatório.

Nada | referencia/oferta-01-essencial.md a oferta-04-medicos.md | Parte 2!promessa e contagem | XLSX prometidos/encontrados: 3/3, 10/10, 20/20, 20/20. Meses agora existe na 06; oferta da 07 passou a categoria, 08 a estoque/conversão geral e por origem, 10 a análise por fórmulas e aula de tabela dinâmica. | Não encontrei arquivo XLSX prometido ausente nem excedente. Vídeos, suporte, modelos e outros itens não são comprovados pelo ZIP de auditoria; hipótese: são entregues à parte. | Nada na contagem; o ganho da aba Meses ainda precisa do ajuste de borda registrado.

Nada | 53 XLSX | Parte 2!texto e locale | Varri todas as abas Como usar e notas de Config. Não encontrei nova promessa de resultado garantido nem condicionamento de atendimento a pagamento. Não encontrei novo número monetário digitável como texto ou vínculo externo inserido pela revisão. | A renderização alternativa mostrou separadores americanos, mas isso não prova a aparência no Excel pt-BR: caches originais com FIXED são brasileiros. Não atribuí o locale do renderizador ao XLSX. | Conferir FIXED/TEXT, moeda, hora, datas e percentuais nativamente; as divergências textuais concretas estão acima.

Nada | 01-essencial/02-relatorio-mensal-pronto.xlsx | Painel!D5 | Parte 3 · CONTA NOVA 1/12. Fórmula: =IF(OR(B5="",C5="",C5=0),"",(B5-C5)/ABS(C5)); conta: (131200-124600)/124600; resultado: 0.052969502407704656; cache: 0.0529695024077047 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 02-completo/04-projetos-e-prazos.xlsx | Painel!G9 | Parte 3 · CONTA NOVA 2/12. Fórmula: =IF(OR(Config!$A$10="",D9=0),"",AVERAGEIFS(Etapas!$L$5:$L$304,Etapas!$A$5:$A$304,Config!$A$10)); conta: [1, 1, 1, 0.6, 0.7, 0, 0]; soma=4.3; n=7; resultado: 0.6142857142857142; cache: 0.614285714285714 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!I5 | Parte 3 · CONTA NOVA 3/12. Fórmula: =C5-G5; conta: {'Receita': 95559.34, 'Despesa': 81387.49}; resultado: 14171.849999999991; cache: 14171.85 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!F13 | Parte 3 · CONTA NOVA 4/12. Fórmula: =IF(OR(Config!$A$16="",C13=0),"",E13/C13); conta: (10749.54-9000)/9000; resultado: 0.19439333333333342; cache: 0.194393333333333 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 02-completo/08-funil-de-propostas.xlsx | Painel!C5 | Parte 3 · CONTA NOVA 5/12. Fórmula: =SUMIFS(Propostas!$M$5:$M$404,Propostas!$F$5:$F$404,"<>Ganha",Propostas!$F$5:$F$404,"<>Perdida",Propostas!$F$5:$F$404,"<>"); conta: {'amounts': {'Negociação': 28200.0, 'Proposta enviada': 49500.0, 'Reunião feita': 31000.0, 'Contato': 16300.0}, 'probabilities': {'Contato': 0.1, 'Reunião feita': 0.25, 'Proposta enviada': 0.5, 'Negociação': 0.75, 'Ganha': 1, 'Perdida': 0}}; resultado: 55280.0; cache: 55280 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!I9 | Parte 3 · CONTA NOVA 6/12. Fórmula: =IF(OR(Config!$A$24="",G9="",G9=0),"",H9/G9); conta: {'hours': {'Ana': 50.0, 'Bruno': 114.5, 'Carla': 51.0, 'Diego': 113.0}, 'hour_costs': {'Ana': 70.0, 'Bruno': 51.42857142857143, 'Carla': 46.42857142857143, 'Diego': 48.333333333333336, 'null': 0.0}, 'cost': 17218.095238095237, 'price': 24000}; resultado: 0.28257936507936515; cache: 0.282579365079365 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 02-completo/10-base-limpa.xlsx | Resumo!D42 | Parte 3 · CONTA NOVA 7/12. Fórmula: =IF(OR(Listas!$E$5="",B42=0),"",C42/B42); conta: 42633/21; resultado: 2030.142857142857; cache: 2030.14285714286 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!A5 | Parte 3 · CONTA NOVA 8/12. Fórmula: =Config!$B$12; conta: 66,0714 × 1,20 ÷ (1 − 0,08 − 0,30); resultado: 127.88012903225804; cache: 127.880129032258 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 03-advogados/11-pro-labore.xlsx | Painel!G33 | Parte 3 · CONTA NOVA 9/12. Fórmula: =IF(AND(F33="Sim",E33>=Config!$B$10),E33*Config!$B$9,0); conta: {'AprilJune_BCD': [[19760, 9327, 12000], [31120, 8701, 12000], [27420, 9085, 12000]], 'distribution': 0.5}; resultado: 7593.5; cache: 7593.5 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 04-medicos/07-simulador-convenio-x-particular.xlsx | Simulador!L20 | Parte 3 · CONTA NOVA 10/12. Fórmula: =IF(OR(E20="",$B$12=0),"",H20/($B$12/60)); conta: [120 × 0,97 − (116,40 × 0,015) − (116,40 × 0,11)] ÷ (38/60); resultado: 160.81578947368422; cache: 160.815789473684 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 04-medicos/19-metas-do-trimestre.xlsx | Metas!H13 | Parte 3 · CONTA NOVA 11/12. Fórmula: =IF(B13="","",IF(F13=E13,"",IF(K13="Menor é melhor",MAX(0,MIN(1,(E13-G13)/(E13-F13))),MAX(0,MIN(1,(G13-E13)/(F13-E13)))))); conta: (17.500 − 8.200)/(18.209 − 8.200); resultado: 0.9291637526226396; cache: 0.92916375262264 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

Nada | 04-medicos/19-metas-do-trimestre.xlsx | Painel!G5 | Parte 3 · CONTA NOVA 12/12. Fórmula: =IFERROR(AVERAGEIFS(Metas!$H$5:$H$13,Metas!$B$5:$B$13,"<>"),0); conta: [0+0+1+0,2857142857+0,4029850746+0,2+0,5172413793+0,6666666667+0,9291637526]/9; resultado: 0.4446412398823114; cache: 0.444641239882311 | Confere. Estas células não constam das vinte contas centrais da rodada anterior. Para kits 01/02 não há numeros próprio; usei os lançamentos/configurações. Para 03/04 confrontei as premissas de custos, margens, repasse e metas nas referências. | Nada

GRAVE | Kit 01 · R$ 37 | Parte 4!veredicto | Não. O caixa principal foi corrigido, mas categorias e reserva ainda incluem valores não pagos; a base zero e a data-base continuam incoerentes. | Mantém o não da primeira auditoria; as correções indicadas não bastam para venda hoje. | Filtrar pagamento em todos os totais de caixa/reserva, corrigir textos/zero/data-base e passar pelos testes nativos.

GRAVE | Kit 02 · R$ 197 | Parte 4!veredicto | Não. Compatibilidade, alcance da Base e progresso avançaram; ainda há G-25, custos ausentes como zero e os defeitos herdados do Essencial. | Mantém o não da primeira auditoria; as correções indicadas não bastam para venda hoje. | Unificar números da Prisma, impedir custo incompleto como zero, corrigir Ganhos/Metas/datas e validar Excel/Sheets.

GRAVE | Kit 03 · R$ 497 | Parte 4!veredicto | Não. Fernanda, imposto de abril e hora mínima corrigidos; Q4 continua impossível, trimestre incompleto pode liberar lucro e zero horas recebe risco Baixo. | Mantém o não da primeira auditoria; as correções indicadas não bastam para venda hoje. | Corrigir fechamento e completude dos meses, bloquear cenário incompleto no simulador e parcelas zero com saldo; atualizar referência e testar no Excel.

GRAVE | Kit 04 · R$ 697 | Parte 4!veredicto | Não. O caixa de R$ 38.605,81 foi reconstruído no intervalo verificável, mas o repasse usa mês como dinheiro e a conciliação ainda erra antecipação, validação e pendência parcial. | Mantém o não da primeira auditoria; as correções indicadas não bastam para venda hoje. | Corrigir repasse, cartão e instrução das taxas, preservar preços/durações históricos, completar validações/fechamento e realizar a validação nativa.

GRAVE | 04-medicos/11-repasse-e-pro-labore.xlsx | Pior achado!Config C25 → Repasse O12 → G12 → Painel C9 | Trocar o acordo para Recebido no mês faz agosto pagar R$ 4 porque O12 contém 8, o mês. O está oculta e, ao receber o valor legítimo R$ 10.000, o painel perde o mês. | É uma regressão acionada por uma opção normal do produto; simultaneamente muda dinheiro devido e destrói a classificação temporal. | Separar entrada de recebimento e auxiliar de mês; confirmar repasse, mês, ano e saldo antes de liberar o kit.

MÉDIO | 04-medicos/11-repasse-e-pro-labore.xlsx | Parte 4 · teste nativo!Config!C25; Repasse!O12/G12; Painel!C9 | 1 · Depois da correção, escolher Recebido no mês; digitar 10.000 na entrada visível de agosto; esperar repasse 5.000 e o mesmo valor no resumo de agosto/ano. Mudar para produção e recuperar 5.190. Reabrir e conferir persistência. | Fórmulas, ocultação e edição protegida não foram executadas no Excel real. | Registrar aplicativo, versão, locale, resultado e captura; usar cópias descartáveis e preservar os originais.
